Intg_Resp_Id,Invoice_Id,Infinium_Request__c,Infinium_Response__c,Error_Message__c,Operation__c,Status__c,LastModifiedDate
INTG000135,INV000086,"{
  ""sfid"": ""INV000086"",
  ""vendorId"": ""8020345"",
  ""vendorInvoiceNumber"": ""SYN-INVOICE-000086"",
  ""invoiceDate"": ""2025-10-17"",
  ""purchaseOrderNumber"": ""PO_Synthetic_43"",
  ""totalInvoiceAmount"": ""1222.48"",
  ""lines"": [
    {
      ""invoiceLineNumber"": 1,
      ""accountNumber"": ""151.000.2423.201.000.344"",
      ""vendorServiceCode"": ""N58A"",
      ""projectId"": ""5398061"",
      ""subProjectId"": """",
      ""lineDescription"": ""N58A - NULL"",
      ""quantity"": 7.00,
      ""cost"": ""18.96""
    },
    {
      ""invoiceLineNumber"": 2,
      ""accountNumber"": ""151.000.2423.201.000.344"",
      ""vendorServiceCode"": ""D58A"",
      ""projectId"": ""5398061"",
      ""subProjectId"": """",
      ""lineDescription"": ""D58A - NULL"",
      ""quantity"": 14.00,
      ""cost"": ""6.80""
    },
    {
      ""invoiceLineNumber"": 3,
      ""accountNumber"": ""151.000.2423.201.000.344"",
      ""vendorServiceCode"": ""N88B"",
      ""projectId"": ""5398061"",
      ""subProjectId"": """",
      ""lineDescription"": ""N88B - NULL"",
      ""quantity"": 1813.00,
      ""cost"": "".42""
    },
    {
      ""invoiceLineNumber"": 4,
      ""accountNumber"": ""151.000.2423.201.000.344"",
      ""vendorServiceCode"": ""D88B"",
      ""projectId"": ""5398061"",
      ""subProjectId"": """",
      ""lineDescription"": ""D88B - NULL"",
      ""quantity"": 1976.00,
      ""cost"": "".08""
    },
    {
      ""invoiceLineNumber"": 5,
      ""accountNumber"": ""151.000.2423.201.000.344"",
      ""vendorServiceCode"": ""EN60"",
      ""projectId"": ""5398061"",
      ""subProjectId"": """",
      ""lineDescription"": ""EN60 - NULL"",
      ""quantity"": 2.00,
      ""cost"": ""37.51""
    }
  ]
}",,"{
  ""validation_messages"": [
    {
      ""lineNumber"": 1,
      ""message"": ""GL account 151.000.2423.201.000.344 is not valid. Main/Sub Not Valid For This Project""
    },
    {
      ""lineNumber"": 2,
      ""message"": ""GL account 151.000.2423.201.000.344 is not valid. Main/Sub Not Valid For This Project""
    },
    {
      ""lineNumber"": 3,
      ""message"": ""GL account 151.000.2423.201.000.344 is not valid. Main/Sub Not Valid For This Project""
    },
    {
      ""lineNumber"": 4,
      ""message"": ""GL account 151.000.2423.201.000.344 is not valid. Main/Sub Not Valid For This Project""
    },
    {
      ""lineNumber"": 5,
      ""message"": ""GL account 151.000.2423.201.000.344 is not valid. Main/Sub Not Valid For This Project""
    }
  ],
  ""type"": ""http://www.w3.org/Protocols/rfc2616/rfc2616-sec10.html"",
  ""title"": ""Validation Error"",
  ""status"": 422,
  ""detail"": ""Validation errors exist.""
}",Invoice Release,Fail,2025-11-13 06:17:48
INTG000136,INV000180,"{
  ""sfid"": ""INV000180"",
  ""vendorId"": ""8020345"",
  ""vendorInvoiceNumber"": ""INV-SYN-000180"",
  ""invoiceDate"": ""2025-10-17"",
  ""purchaseOrderNumber"": ""PO_Synthetic_7"",
  ""totalInvoiceAmount"": ""1327.32"",
  ""lines"": [
    {
      ""invoiceLineNumber"": 1,
      ""accountNumber"": ""152.000.2422.201.000.344"",
      ""vendorServiceCode"": ""EN63"",
      ""projectId"": ""5386458"",
      ""subProjectId"": """",
      ""lineDescription"": ""EN63 - NULL"",
      ""quantity"": 1.00,
      ""cost"": ""12.50""
    },
    {
      ""invoiceLineNumber"": 2,
      ""accountNumber"": ""152.000.2421.201.000.344"",
      ""vendorServiceCode"": ""D22A"",
      ""projectId"": ""5386458"",
      ""subProjectId"": """",
      ""lineDescription"": ""D22A - NULL"",
      ""quantity"": 856.00,
      ""cost"": "".10""
    },
    {
      ""invoiceLineNumber"": 3,
      ""accountNumber"": ""152.000.2422.201.000.344"",
      ""vendorServiceCode"": ""EN92"",
      ""projectId"": ""5386458"",
      ""subProjectId"": """",
      ""lineDescription"": ""EN92 - NULL"",
      ""quantity"": 1.00,
      ""cost"": ""148.00""
    },
    {
      ""invoiceLineNumber"": 4,
      ""accountNumber"": ""152.000.2421.201.000.344"",
      ""vendorServiceCode"": ""D94C"",
      ""projectId"": ""5386458"",
      ""subProjectId"": """",
      ""lineDescription"": ""D94C - NULL"",
      ""quantity"": 4.00,
      ""cost"": ""10.14""
    },
    {
      ""invoiceLineNumber"": 5,
      ""accountNumber"": ""152.000.2421.201.000.344"",
      ""vendorServiceCode"": ""N94C"",
      ""projectId"": ""5386458"",
      ""subProjectId"": """",
      ""lineDescription"": ""N94C - NULL"",
      ""quantity"": 4.00,
      ""cost"": ""21.13""
    },
    {
      ""invoiceLineNumber"": 6,
      ""accountNumber"": ""152.000.2421.201.000.344"",
      ""vendorServiceCode"": ""N22A"",
      ""projectId"": ""5386458"",
      ""subProjectId"": """",
      ""lineDescription"": ""N22A - NULL"",
      ""quantity"": 856.00,
      ""cost"": "".21""
    },
    {
      ""invoiceLineNumber"": 7,
      ""accountNumber"": ""152.000.2421.201.000.344"",
      ""vendorServiceCode"": ""EN84"",
      ""projectId"": ""5386458"",
      ""subProjectId"": """",
      ""lineDescription"": ""EN84 - NULL"",
      ""quantity"": 9.00,
      ""cost"": ""37.85""
    },
    {
      ""invoiceLineNumber"": 8,
      ""accountNumber"": ""152.000.2421.201.000.344"",
      ""vendorServiceCode"": ""EN14"",
      ""projectId"": ""5386458"",
      ""subProjectId"": """",
      ""lineDescription"": ""EN14 - NULL"",
      ""quantity"": 1.00,
      ""cost"": ""206.30""
    },
    {
      ""invoiceLineNumber"": 9,
      ""accountNumber"": ""152.000.2421.201.000.344"",
      ""vendorServiceCode"": ""EN86"",
      ""projectId"": ""5386458"",
      ""subProjectId"": """",
      ""lineDescription"": ""EN86 - NULL"",
      ""quantity"": 1.00,
      ""cost"": ""229.43""
    }
  ]
}",,"{
  ""validation_messages"": {
    ""vendorId"": ""8020345"",
    ""vendorInvoiceNumber"": ""INV-SYN-000180"",
    ""status"": ""Error""
  },
  ""type"": ""http://www.w3.org/Protocols/rfc2616/rfc2616-sec10.html"",
  ""title"": ""Validation Error"",
  ""status"": 422,
  ""detail"": ""The invoice amount is greater than the amount available on the PO.""
}",Invoice Release,Fail,2025-11-13 06:18:41
INTG000137,INV000163,"{
  ""sfid"": ""INV000163"",
  ""vendorId"": ""8020345"",
  ""vendorInvoiceNumber"": ""SYNTHETIC-INV-000163"",
  ""invoiceDate"": ""2025-10-20"",
  ""purchaseOrderNumber"": ""PO_Synthetic_7"",
  ""totalInvoiceAmount"": ""190.00"",
  ""lines"": [
    {
      ""invoiceLineNumber"": 1,
      ""accountNumber"": ""151.338.6422.000.182.344"",
      ""vendorServiceCode"": ""EN93"",
      ""projectId"": """",
      ""subProjectId"": """",
      ""lineDescription"": ""EN93 - NULL"",
      ""quantity"": 1.00,
      ""cost"": ""190.00""
    }
  ]
}",,"{
  ""validation_messages"": {
    ""vendorId"": ""8020345"",
    ""vendorInvoiceNumber"": ""SYNTHETIC-INV-000163"",
    ""status"": ""Error""
  },
  ""type"": ""http://www.w3.org/Protocols/rfc2616/rfc2616-sec10.html"",
  ""title"": ""Validation Error"",
  ""status"": 422,
  ""detail"": ""The invoice amount is greater than the amount available on the PO.""
}",Invoice Release,Fail,2025-11-13 06:35:02
INTG000138,INV000099,"{
  ""sfid"": ""INV000099"",
  ""vendorId"": ""2067312"",
  ""vendorInvoiceNumber"": ""INV-SYN-000099"",
  ""invoiceDate"": ""2025-10-20"",
  ""purchaseOrderNumber"": ""SYN_PO_5"",
  ""totalInvoiceAmount"": ""911.25"",
  ""lines"": [
    {
      ""invoiceLineNumber"": 1,
      ""accountNumber"": ""441.000.2411.502.000.345"",
      ""vendorServiceCode"": ""TA-10"",
      ""projectId"": ""3297349"",
      ""subProjectId"": """",
      ""lineDescription"": ""TA-10 - MUTCD TA-10 Standard Flagging"",
      ""quantity"": 13.50,
      ""cost"": ""67.50""
    }
  ]
}",,"{
  ""validation_messages"": [
    {
      ""lineNumber"": 1,
      ""message"": ""GL account 441.000.2411.502.000.345 is not valid. Cost Code Not Valid For This Project""
    }
  ],
  ""type"": ""http://www.w3.org/Protocols/rfc2616/rfc2616-sec10.html"",
  ""title"": ""Validation Error"",
  ""status"": 422,
  ""detail"": ""Validation errors exist.""
}",Invoice Release,Fail,2025-11-13 06:35:56
INTG000139,INV000005,"{
  ""sfid"": ""INV000005"",
  ""vendorId"": ""2067312"",
  ""vendorInvoiceNumber"": ""SYN-INVOICE-000005"",
  ""invoiceDate"": ""2025-10-17"",
  ""purchaseOrderNumber"": ""SYN_PO_5"",
  ""totalInvoiceAmount"": ""648.75"",
  ""lines"": [
    {
      ""invoiceLineNumber"": 1,
      ""accountNumber"": ""441.318.6421.000.233.345"",
      ""vendorServiceCode"": ""TA-10"",
      ""projectId"": ""3296588"",
      ""subProjectId"": """",
      ""lineDescription"": ""TA-10 - MUTCD TA-10 Standard Flagging"",
      ""quantity"": 8.50,
      ""cost"": ""67.50""
    },
    {
      ""invoiceLineNumber"": 2,
      ""accountNumber"": ""441.318.6421.000.233.345"",
      ""vendorServiceCode"": ""6"",
      ""projectId"": ""3296588"",
      ""subProjectId"": """",
      ""lineDescription"": ""6 - DIRECTIONAL BORING UP TO 4\"""",
      ""quantity"": 1.00,
      ""cost"": ""75.00""
    }
  ]
}",,"{
  ""validation_messages"": [
    {
      ""lineNumber"": 1,
      ""message"": ""GL account 441.318.6421.000.233.345 is not valid. Cost Code Not Valid For This Project""
    },
    {
      ""lineNumber"": 2,
      ""message"": ""GL account 441.318.6421.000.233.345 is not valid. Cost Code Not Valid For This Project""
    }
  ],
  ""type"": ""http://www.w3.org/Protocols/rfc2616/rfc2616-sec10.html"",
  ""title"": ""Validation Error"",
  ""status"": 422,
  ""detail"": ""Validation errors exist.""
}",Invoice Release,Fail,2025-11-13 06:21:03
INTG000140,INV000103,"{
  ""sfid"": ""INV000103"",
  ""vendorId"": ""2067312"",
  ""vendorInvoiceNumber"": ""SYNTHETIC-INV-000103"",
  ""invoiceDate"": ""2025-10-21"",
  ""purchaseOrderNumber"": ""SYN_PO_5"",
  ""totalInvoiceAmount"": ""540.00"",
  ""lines"": [
    {
      ""invoiceLineNumber"": 1,
      ""accountNumber"": ""441.000.2421.201.000.345"",
      ""vendorServiceCode"": ""2PFC"",
      ""projectId"": ""3296514"",
      ""subProjectId"": """",
      ""lineDescription"": ""2PFC - 2-person flagging crew daily"",
      ""quantity"": 0.75,
      ""cost"": ""720.00""
    }
  ]
}",,"{
  ""validation_messages"": [
    {
      ""lineNumber"": 1,
      ""message"": ""GL account 441.000.2421.201.000.345 is not valid. Project Closed""
    }
  ],
  ""type"": ""http://www.w3.org/Protocols/rfc2616/rfc2616-sec10.html"",
  ""title"": ""Validation Error"",
  ""status"": 422,
  ""detail"": ""Validation errors exist.""
}",Invoice Release,Fail,2025-11-13 06:46:26
INTG000141,INV000059,"{
  ""sfid"": ""INV000059"",
  ""vendorId"": ""2067312"",
  ""vendorInvoiceNumber"": ""SYN-INVOICE-000059"",
  ""invoiceDate"": ""2025-10-21"",
  ""purchaseOrderNumber"": ""SYN_PO_5"",
  ""totalInvoiceAmount"": ""1282.50"",
  ""lines"": [
    {
      ""invoiceLineNumber"": 1,
      ""accountNumber"": ""441.000.2421.201.000.345"",
      ""vendorServiceCode"": ""TA-10"",
      ""projectId"": ""3297436"",
      ""subProjectId"": """",
      ""lineDescription"": ""TA-10 - MUTCD TA-10 Standard Flagging"",
      ""quantity"": 19.00,
      ""cost"": ""67.50""
    }
  ]
}",,"{
  ""validation_messages"": [
    {
      ""lineNumber"": 1,
      ""message"": ""GL account 441.000.2421.201.000.345 is not valid. Cost Code Not Valid For This Project""
    }
  ],
  ""type"": ""http://www.w3.org/Protocols/rfc2616/rfc2616-sec10.html"",
  ""title"": ""Validation Error"",
  ""status"": 422,
  ""detail"": ""Validation errors exist.""
}",Invoice Release,Fail,2025-11-13 06:46:53
INTG000142,INV000199,"{
  ""sfid"": ""INV000199"",
  ""vendorId"": ""8020345"",
  ""vendorInvoiceNumber"": ""SYNTHETIC-INV-000199"",
  ""invoiceDate"": ""2025-10-22"",
  ""purchaseOrderNumber"": ""PO_Synthetic_7"",
  ""totalInvoiceAmount"": ""372.76"",
  ""lines"": [
    {
      ""invoiceLineNumber"": 1,
      ""accountNumber"": ""151.338.6422.000.182.344"",
      ""vendorServiceCode"": ""EN63"",
      ""projectId"": ""5399274"",
      ""subProjectId"": """",
      ""lineDescription"": ""EN63 - NULL"",
      ""quantity"": 2.00,
      ""cost"": ""12.50""
    },
    {
      ""invoiceLineNumber"": 2,
      ""accountNumber"": ""151.338.6422.000.182.344"",
      ""vendorServiceCode"": ""EN91"",
      ""projectId"": ""5399274"",
      ""subProjectId"": """",
      ""lineDescription"": ""EN91 - NULL"",
      ""quantity"": 1.00,
      ""cost"": ""103.91""
    },
    {
      ""invoiceLineNumber"": 3,
      ""accountNumber"": ""151.338.6422.000.182.344"",
      ""vendorServiceCode"": ""D94C"",
      ""projectId"": ""5399274"",
      ""subProjectId"": """",
      ""lineDescription"": ""D94C - NULL"",
      ""quantity"": 5.00,
      ""cost"": ""10.14""
    },
    {
      ""invoiceLineNumber"": 4,
      ""accountNumber"": ""151.338.6422.000.182.344"",
      ""vendorServiceCode"": ""N94C"",
      ""projectId"": ""5399274"",
      ""subProjectId"": """",
      ""lineDescription"": ""N94C - NULL"",
      ""quantity"": 5.00,
      ""cost"": ""21.13""
    },
    {
      ""invoiceLineNumber"": 5,
      ""accountNumber"": ""151.338.6422.000.182.344"",
      ""vendorServiceCode"": ""L42A"",
      ""projectId"": ""5399274"",
      ""subProjectId"": """",
      ""lineDescription"": ""L42A -MISCELLANEOUS ENGINEERING FOR THIRD-PARTY WORK FUNCTIONS - HOURLY"",
      ""quantity"": 2.00,
      ""cost"": ""43.75""
    }
  ]
}",,"{
  ""validation_messages"": {
    ""vendorId"": ""8020345"",
    ""vendorInvoiceNumber"": ""SYNTHETIC-INV-000199"",
    ""status"": ""Error""
  },
  ""type"": ""http://www.w3.org/Protocols/rfc2616/rfc2616-sec10.html"",
  ""title"": ""Validation Error"",
  ""status"": 422,
  ""detail"": ""The invoice amount is greater than the amount available on the PO.""
}",Invoice Release,Fail,2025-11-13 07:06:05
INTG000143,INV000117,"{
  ""externalId"": ""INV000117"",
  ""vendorId"": ""4206967"",
  ""vendorInvoiceNumber"": ""INV-SYN-000117"",
  ""purchaseOrderNumber"": ""Synthetic_PO_51-670"",
  ""totalInvoiceAmount"": ""2048.00"",
  ""lines"": [
    {
      ""invoiceLineNumber"": 1,
      ""vendorServiceCode"": ""L42A"",
      ""projectId"": ""5378630"",
      ""subProjectId"": """",
      ""lineDescription"": ""L42A -MISCELLANEOUS ENGINEERING FOR THIRD-PARTY WORK FUNCTIONS - HOURLY"",
      ""quantity"": 2.00,
      ""cost"": ""64.00""
    },
    {
      ""invoiceLineNumber"": 2,
      ""vendorServiceCode"": ""L42A"",
      ""projectId"": ""5378765"",
      ""subProjectId"": """",
      ""lineDescription"": ""L42A -MISCELLANEOUS ENGINEERING FOR THIRD-PARTY WORK FUNCTIONS - HOURLY"",
      ""quantity"": 2.00,
      ""cost"": ""64.00""
    },
    {
      ""invoiceLineNumber"": 3,
      ""vendorServiceCode"": ""L42A"",
      ""projectId"": ""5378770"",
      ""subProjectId"": """",
      ""lineDescription"": ""L42A -MISCELLANEOUS ENGINEERING FOR THIRD-PARTY WORK FUNCTIONS - HOURLY"",
      ""quantity"": 2.00,
      ""cost"": ""64.00""
    },
    {
      ""invoiceLineNumber"": 4,
      ""vendorServiceCode"": ""L42A"",
      ""projectId"": ""5388980"",
      ""subProjectId"": """",
      ""lineDescription"": ""L42A -MISCELLANEOUS ENGINEERING FOR THIRD-PARTY WORK FUNCTIONS - HOURLY"",
      ""quantity"": 2.00,
      ""cost"": ""64.00""
    },
    {
      ""invoiceLineNumber"": 5,
      ""vendorServiceCode"": ""L42A"",
      ""projectId"": ""5388983"",
      ""subProjectId"": """",
      ""lineDescription"": ""L42A -MISCELLANEOUS ENGINEERING FOR THIRD-PARTY WORK FUNCTIONS - HOURLY"",
      ""quantity"": 2.00,
      ""cost"": ""64.00""
    },
    {
      ""invoiceLineNumber"": 6,
      ""vendorServiceCode"": ""L42A"",
      ""projectId"": ""5388986"",
      ""subProjectId"": """",
      ""lineDescription"": ""L42A -MISCELLANEOUS ENGINEERING FOR THIRD-PARTY WORK FUNCTIONS - HOURLY"",
      ""quantity"": 2.00,
      ""cost"": ""64.00""
    },
    {
      ""invoiceLineNumber"": 7,
      ""vendorServiceCode"": ""L42A"",
      ""projectId"": ""5389071"",
      ""subProjectId"": """",
      ""lineDescription"": ""L42A -MISCELLANEOUS ENGINEERING FOR THIRD-PARTY WORK FUNCTIONS - HOURLY"",
      ""quantity"": 2.00,
      ""cost"": ""64.00""
    },
    {
      ""invoiceLineNumber"": 8,
      ""vendorServiceCode"": ""L42A"",
      ""projectId"": ""5393145"",
      ""subProjectId"": """",
      ""lineDescription"": ""L42A -MISCELLANEOUS ENGINEERING FOR THIRD-PARTY WORK FUNCTIONS - HOURLY"",
      ""quantity"": 2.00,
      ""cost"": ""64.00""
    },
    {
      ""invoiceLineNumber"": null,
      ""vendorServiceCode"": ""L42A"",
      ""projectId"": """",
      ""subProjectId"": """",
      ""lineDescription"": ""L42A -MISCELLANEOUS ENGINEERING FOR THIRD-PARTY WORK FUNCTIONS - HOURLY"",
      ""quantity"": 16.00,
      ""cost"": ""64.00""
    }
  ]
}",,"{
  ""validation_messages"": {
    ""lines"": {
      ""8"": {
        ""invoiceLineNumber"": {
          ""isEmpty"": ""Value is required and can't be empty""
        }
      }
    }
  },
  ""type"": ""http://www.w3.org/Protocols/rfc2616/rfc2616-sec10.html"",
  ""title"": ""Unprocessable Entity"",
  ""status"": 422,
  ""detail"": ""Failed Validation""
}",Invoice Commit,Fail,2025-11-10 15:45:44
INTG000144,INV000109,"{
  ""sfid"": ""INV000109"",
  ""vendorId"": ""2067312"",
  ""vendorInvoiceNumber"": ""SYNTHETIC-INV-000109"",
  ""invoiceDate"": ""2025-10-21"",
  ""purchaseOrderNumber"": ""SYN_PO_5"",
  ""totalInvoiceAmount"": ""776.25"",
  ""lines"": [
    {
      ""invoiceLineNumber"": 1,
      ""accountNumber"": ""441.318.6421.000.231.345"",
      ""vendorServiceCode"": ""TA-10"",
      ""projectId"": ""3296121"",
      ""subProjectId"": """",
      ""lineDescription"": ""TA-10 - MUTCD TA-10 Standard Flagging"",
      ""quantity"": 11.50,
      ""cost"": ""67.50""
    }
  ]
}",,"{
  ""validation_messages"": [
    {
      ""lineNumber"": 1,
      ""message"": ""GL account 441.318.6421.000.231.345 is not valid. Cost Code Not Valid For This Project""
    }
  ],
  ""type"": ""http://www.w3.org/Protocols/rfc2616/rfc2616-sec10.html"",
  ""title"": ""Validation Error"",
  ""status"": 422,
  ""detail"": ""Validation errors exist.""
}",Invoice Release,Fail,2025-11-13 06:47:58
INTG000145,INV000142,"{
  ""sfid"": ""INV000142"",
  ""vendorId"": ""8020345"",
  ""vendorInvoiceNumber"": ""SYNTHETIC-INV-000142"",
  ""invoiceDate"": ""2025-10-21"",
  ""purchaseOrderNumber"": ""PO_Synthetic_7"",
  ""totalInvoiceAmount"": ""8751.13"",
  ""lines"": [
    {
      ""invoiceLineNumber"": 1,
      ""accountNumber"": ""151.000.2422.201.000.344"",
      ""vendorServiceCode"": ""N07B"",
      ""projectId"": ""5397068"",
      ""subProjectId"": """",
      ""lineDescription"": ""N07B - NULL"",
      ""quantity"": 4.00,
      ""cost"": ""8.04""
    },
    {
      ""invoiceLineNumber"": 2,
      ""accountNumber"": ""151.000.2422.201.000.344"",
      ""vendorServiceCode"": ""D07B"",
      ""projectId"": ""5397068"",
      ""subProjectId"": """",
      ""lineDescription"": ""D07B - NULL"",
      ""quantity"": 4.00,
      ""cost"": ""2.39""
    },
    {
      ""invoiceLineNumber"": 3,
      ""accountNumber"": ""151.000.2422.201.000.344"",
      ""vendorServiceCode"": ""D01A"",
      ""projectId"": ""5397068"",
      ""subProjectId"": """",
      ""lineDescription"": ""D01A - NULL"",
      ""quantity"": 9.00,
      ""cost"": ""4.06""
    },
    {
      ""invoiceLineNumber"": 4,
      ""accountNumber"": ""151.000.2422.201.000.344"",
      ""vendorServiceCode"": ""N88B"",
      ""projectId"": ""5397068"",
      ""subProjectId"": """",
      ""lineDescription"": ""N88B - NULL"",
      ""quantity"": 1362.00,
      ""cost"": "".42""
    },
    {
      ""invoiceLineNumber"": 5,
      ""accountNumber"": ""151.000.2422.201.000.344"",
      ""vendorServiceCode"": ""D88B"",
      ""projectId"": ""5397068"",
      ""subProjectId"": """",
      ""lineDescription"": ""D88B - NULL"",
      ""quantity"": 1362.00,
      ""cost"": "".08""
    },
    {
      ""invoiceLineNumber"": 6,
      ""accountNumber"": ""151.000.2422.201.000.344"",
      ""vendorServiceCode"": ""N84A"",
      ""projectId"": ""5397068"",
      ""subProjectId"": """",
      ""lineDescription"": ""N84A - NULL"",
      ""quantity"": 21.00,
      ""cost"": "".44""
    },
    {
      ""invoiceLineNumber"": 7,
      ""accountNumber"": ""151.000.2422.201.000.344"",
      ""vendorServiceCode"": ""D84A"",
      ""projectId"": ""5397068"",
      ""subProjectId"": """",
      ""lineDescription"": ""D84A - NULL"",
      ""quantity"": 21.00,
      ""cost"": "".08""
    },
    {
      ""invoiceLineNumber"": 8,
      ""accountNumber"": ""151.000.2422.201.000.344"",
      ""vendorServiceCode"": ""EN84"",
      ""projectId"": ""5397068"",
      ""subProjectId"": """",
      ""lineDescription"": ""EN84 - NULL"",
      ""quantity"": 18.00,
      ""cost"": ""37.85""
    },
    {
      ""invoiceLineNumber"": 9,
      ""accountNumber"": ""151.000.2422.201.000.344"",
      ""vendorServiceCode"": ""N30A"",
      ""projectId"": ""5397068"",
      ""subProjectId"": """",
      ""lineDescription"": ""N30A - NULL"",
      ""quantity"": 7.00,
      ""cost"": ""20.51""
    },
    {
      ""invoiceLineNumber"": 10,
      ""accountNumber"": ""151.000.2422.201.000.344"",
      ""vendorServiceCode"": ""D30A"",
      ""projectId"": ""5397068"",
      ""subProjectId"": """",
      ""lineDescription"": ""D30A - NULL"",
      ""quantity"": 7.00,
      ""cost"": ""5.17""
    },
    {
      ""invoiceLineNumber"": 11,
      ""accountNumber"": ""151.000.2422.201.000.344"",
      ""vendorServiceCode"": ""EN30"",
      ""projectId"": ""5397068"",
      ""subProjectId"": """",
      ""lineDescription"": ""EN30 - NULL"",
      ""quantity"": 18604.00,
      ""cost"": "".08""
    },
    {
      ""invoiceLineNumber"": 12,
      ""accountNumber"": ""151.000.2422.201.000.344"",
      ""vendorServiceCode"": ""EN16"",
      ""projectId"": ""5397068"",
      ""subProjectId"": """",
      ""lineDescription"": ""EN16 - NULL"",
      ""quantity"": 1.00,
      ""cost"": ""388.37""
    },
    {
      ""invoiceLineNumber"": 13,
      ""accountNumber"": ""151.000.2422.201.000.344"",
      ""vendorServiceCode"": ""EN88"",
      ""projectId"": ""5397068"",
      ""subProjectId"": """",
      ""lineDescription"": ""EN88 - NULL"",
      ""quantity"": 1.00,
      ""cost"": ""665.77""
    },
    {
      ""invoiceLineNumber"": 14,
      ""accountNumber"": ""151.000.2422.201.000.344"",
      ""vendorServiceCode"": ""N99J"",
      ""projectId"": ""5397068"",
      ""subProjectId"": """",
      ""lineDescription"": ""N99J - NULL"",
      ""quantity"": 18604.00,
      ""cost"": "".17""
    },
    {
      ""invoiceLineNumber"": 15,
      ""accountNumber"": ""151.000.2422.201.000.344"",
      ""vendorServiceCode"": ""N99J"",
      ""projectId"": ""5397068"",
      ""subProjectId"": """",
      ""lineDescription"": ""N99J - NULL"",
      ""quantity"": 4259.00,
      ""cost"": "".17""
    },
    {
      ""invoiceLineNumber"": 16,
      ""accountNumber"": ""151.000.2422.201.000.344"",
      ""vendorServiceCode"": ""EN30"",
      ""projectId"": ""5397068"",
      ""subProjectId"": """",
      ""lineDescription"": ""EN30 - NULL"",
      ""quantity"": 4259.00,
      ""cost"": "".08""
    },
    {
      ""invoiceLineNumber"": 17,
      ""accountNumber"": ""151.000.2422.201.000.344"",
      ""vendorServiceCode"": ""L42A"",
      ""projectId"": ""5397068"",
      ""subProjectId"": """",
      ""lineDescription"": ""L42A -MISCELLANEOUS ENGINEERING FOR THIRD-PARTY WORK FUNCTIONS - HOURLY"",
      ""quantity"": 8.00,
      ""cost"": ""43.75""
    }
  ]
}",,"{
  ""validation_messages"": {
    ""vendorId"": ""8020345"",
    ""vendorInvoiceNumber"": ""SYNTHETIC-INV-000142"",
    ""status"": ""Error""
  },
  ""type"": ""http://www.w3.org/Protocols/rfc2616/rfc2616-sec10.html"",
  ""title"": ""Validation Error"",
  ""status"": 422,
  ""detail"": ""The invoice amount is greater than the amount available on the PO.""
}",Invoice Release,Fail,2025-11-13 06:49:31
